,quantity_lsr_cqi,quantity_lsr_rsrp,quantity_lsr_rsrq,quantity_lsr_pusch_sinr,quantity_lsr_uplink_interference,customer_download_throughput_binned,quantity_lsr_ta_binned,Facebook,IP_OTHER,Youtube,Facebook Video,Whatsapp
1633,9.5,-99.667,-13.25,7.0,-112.86,0,0,0,0,1,0,0
1634,9.188,-93.667,-10.667,13.84,-111.981,0,0,0,0,1,0,0
1635,9.0,-95.0,-11.0,6.632999999999999,-116.837,0,0,0,0,1,0,0
1636,11.095,-88.0,-11.5,13.105,-115.597,0,0,0,0,0,1,0
1637,8.667,-100.538,-10.859000000000002,10.774,-113.181,0,0,0,0,0,0,0
1638,9.375,-88.0,-12.0,17.313,-117.09,1,0,1,0,0,0,0
1639,13.0,-84.0,-10.0,15.8,-116.25,0,0,0,0,1,0,0
1640,9.067,-97.9,-13.2,13.21,-114.297,0,0,0,0,0,0,1
1641,9.5,-105.5,-13.25,11.5,-117.77,0,0,0,0,0,1,0
1642,8.5,-101.0,-11.667,10.8,-111.025,0,0,0,0,0,0,1
1643,5.556,-122.889,-16.055999999999997,3.92,-118.248,1,0,0,0,0,0,0
1644,8.0,-86.0,-11.583,0.55,-115.367,1,0,0,0,0,0,0
1645,9.3,-105.0,-13.643,13.845,-113.632,0,0,0,0,0,0,1
1646,6.135,-107.543,-17.829,8.525,-112.935,0,0,0,0,0,0,1
1647,9.0,-101.0,-13.25,14.517,-115.955,0,0,0,0,0,0,1
1648,11.0,-95.0,-17.0,10.25,-115.275,0,0,0,0,1,0,0
1649,12.857,-96.0,-7.375,18.322,-117.072,0,0,0,0,0,1,0
1650,9.5,-90.0,-12.5,14.95,-113.62,0,0,0,0,0,0,0
1651,14.0,-108.0,-11.5,13.3,-117.02,0,0,0,0,0,0,0
1652,4.334,-115.067,-18.634,10.67,-116.448,1,0,0,0,0,0,0
1653,6.857,-78.5,-14.542,14.61,-111.201,0,0,1,0,0,0,0
1654,7.0,-97.0,-13.5,10.8,-109.66,0,0,0,0,0,0,0
1655,11.0,-95.0,-14.0,8.1,-113.37,1,0,1,0,0,0,0
1656,4.333,-124.5,-17.583,-4.1,-119.215,1,1,0,0,1,0,0
1657,9.0,-100.833,-9.75,9.767,-117.15,0,0,0,0,0,0,0
1658,13.625,-64.556,-12.889,17.252,-114.75,0,0,0,0,1,0,0
1659,6.5,-118.833,-16.5,8.283,-118.564,0,0,0,0,0,0,0
1660,6.5,-118.833,-16.5,8.283,-118.564,1,0,0,0,0,0,0
1661,8.0,-110.0,-10.0,5.1,-116.25,0,0,0,0,1,0,0
1662,13.5,-86.0,-10.333,15.6,-117.628,0,0,0,0,0,0,0
1663,14.0,-93.0,-11.5,18.1,-117.67,0,0,0,0,1,0,0
1664,7.0,-118.667,-15.389,3.95,-118.217,0,1,0,0,0,0,0
1665,10.222,-107.5,-15.5,11.7,-114.285,1,0,0,0,1,0,0
1666,7.0,-109.0,-12.0,5.7,-116.32,1,1,0,0,1,0,0
1667,9.0,-113.0,-15.0,6.65,-114.76,1,0,0,1,0,0,0
1668,6.5,-110.0,-14.0,8.05,-117.135,0,1,0,0,1,0,0
1669,15.0,-87.0,-8.5,17.8,-117.45,0,0,0,0,1,0,0
1670,10.5,-86.0,-10.2,13.67,-117.653,0,0,0,0,0,0,1
1671,12.0,-112.0,-13.5,10.4,-117.7,1,0,0,0,0,0,0
1672,11.0,-95.0,-11.25,16.25,-116.35,0,0,0,0,0,0,1
1673,12.6,-98.0,-9.25,15.88,-116.0,0,0,0,0,0,1,0
1674,13.333,-96.0,-12.0,19.9,-115.735,0,0,0,0,0,0,0
1675,12.75,-84.5,-15.5,15.325,-114.575,0,0,0,0,0,1,0
1676,14.0,-102.0,-10.0,10.8,-118.07,0,0,0,0,1,0,0
1677,12.03,-76.0,-10.375,17.944000000000003,-115.567,0,0,0,0,0,0,0
1678,8.375,-119.5,-11.063,3.125,-119.675,0,0,0,0,1,0,0
1679,11.5,-82.5,-8.25,10.175,-112.54,0,0,0,0,1,0,0
1680,15.0,-90.0,-11.0,15.4,-116.65,1,0,0,0,0,0,0
1681,9.0,-106.0,-16.0,20.9,-117.45,1,0,0,0,1,0,0
1682,6.0,-121.0,-10.0,-1.6,-117.9,0,0,0,0,1,0,0
1683,4.715,-106.917,-16.625,12.367,-115.152,0,1,0,0,0,0,0
1684,12.0,-90.5,-10.25,16.7,-116.67,1,0,0,0,0,0,0
1685,3.786,-113.154,-18.846,10.08,-115.002,0,0,0,0,1,0,0
1686,10.0,-70.0,-10.0,17.95,-112.12,0,0,1,0,0,0,0
1687,14.0,-73.5,-11.75,13.85,-114.53,0,0,0,0,0,0,0
1688,5.238,-113.718,-17.91,5.638,-117.145,0,1,0,0,0,0,0
1689,12.4,-104.0,-9.5,13.753,-117.991,0,0,0,0,0,0,0
1690,10.0,-108.0,-13.0,6.8,-115.2,0,0,0,0,0,0,0
1691,11.667,-96.0,-15.0,12.55,-112.055,0,0,0,0,0,0,0
1692,14.333,-86.333,-8.333,15.5,-115.957,0,0,0,0,1,0,0
1693,7.452000000000001,-108.084,-14.45,7.651,-116.807,0,0,0,0,1,0,0
1694,11.0,-108.0,-13.625,13.263,-117.72,0,0,0,0,0,1,0
1695,5.857,-94.3,-17.1,16.467,-115.983,0,0,0,0,0,0,0
1696,14.0,-100.0,-9.0,12.9,-117.75,0,0,0,0,0,1,0
1697,3.875,-106.0,-14.0,8.325,-118.667,0,0,0,0,0,1,0
1698,15.0,-97.0,-9.5,9.2,-112.47,0,0,0,1,0,0,0
1699,4.333,-117.0,-17.5,7.45,-115.47,1,0,0,0,0,0,1
1700,6.0,-116.938,-17.0,6.75,-113.81,0,0,0,0,0,1,0
1701,3.771,-102.765,-18.48,15.665,-116.344,0,0,0,0,0,0,0
1702,9.5,-90.625,-10.0,17.917,-118.462,0,0,0,0,0,0,1
1703,7.476,-104.0,-16.063,12.083,-111.672,0,0,0,0,0,0,0
1704,12.5,-73.0,-7.5,15.65,-116.185,1,0,0,0,0,0,0
1705,12.125,-98.75,-10.75,15.875,-117.37,1,0,1,0,0,0,0
1706,13.0,-80.0,-12.0,18.9,-117.77,0,0,0,0,0,0,0
1707,3.515,-109.986,-19.662,10.25,-117.044,0,0,0,0,0,0,0
1708,6.6,-105.667,-15.084,7.138,-115.667,0,0,0,0,0,0,1
1709,8.667,-92.0,-15.0,14.7,-115.22,0,0,0,0,0,0,0
1710,2.4,-119.2,-18.2,2.053,-108.475,0,0,0,0,0,1,0
1711,8.067,-109.0,-9.5,14.12,-117.53,1,0,0,0,0,0,1
1712,8.667,-101.0,-9.5,13.317,-117.383,1,0,1,0,0,0,0
1713,8.407,-112.0,-14.685,8.95,-114.603,0,0,0,0,0,0,0
1714,7.5,-107.0,-15.0,9.6,-112.455,1,0,0,0,1,0,0
1715,12.0,-94.667,-10.5,14.684,-118.02,0,0,0,0,0,0,1
1716,4.067,-95.121,-16.924,13.32,-115.711,0,0,0,0,0,1,0
1717,5.0,-104.25,-16.25,5.7,-116.15,0,0,0,1,0,0,0
1718,9.0,-107.0,-12.0,13.3,-117.97,1,0,0,1,0,0,0
1719,13.0,-97.0,-10.75,14.2,-115.96,0,0,0,0,0,0,0
1720,11.0,-103.5,-13.5,9.3,-112.82,0,0,0,0,0,1,0
1721,10.333,-86.333,-14.167,18.5,-115.075,0,0,0,0,0,0,0
1722,4.917,-111.25,-18.125,11.133,-116.13,0,1,0,0,1,0,0
1723,12.0,-99.5,-8.75,9.2,-117.07,0,0,0,0,1,0,0
1724,6.0,-106.0,-13.0,15.1,-115.57,0,0,0,0,1,0,0
1725,12.25,-74.143,-11.393,5.52,-111.325,1,0,0,0,0,0,0
1726,7.185,-121.042,-13.792,-4.0,-116.204,0,1,0,0,0,0,1
1727,6.888999999999999,-101.833,-14.083,9.778,-112.938,0,0,0,0,0,0,0
1728,8.867,-112.667,-12.522,8.03,-116.829,0,1,0,0,1,0,0
1729,5.0,-96.0,-15.5,9.0,-111.38,1,0,0,0,0,0,0
1730,14.0,-103.0,-11.5,12.7,-116.25,0,0,0,0,0,0,1
1731,4.667,-117.333,-18.333,5.832999999999999,-114.067,1,0,0,1,0,0,0
1732,5.0,-103.0,-17.5,13.4,-114.15,1,0,0,0,0,0,0
1733,8.222000000000001,-104.556,-13.25,11.167,-114.184,0,0,0,0,0,0,1
1734,7.332999999999999,-87.0,-11.75,15.133,-115.14,0,0,0,0,0,0,0
1735,9.5,-94.5,-16.75,11.325,-116.38,1,0,1,0,0,0,0
1736,10.556,-87.833,-10.833,7.25,-117.433,0,0,0,0,0,0,0
1737,10.0,-98.0,-10.5,4.3,-116.65,0,0,0,0,0,0,0
1738,9.0,-97.5,-15.25,13.15,-115.475,1,0,1,0,0,0,0
1739,15.0,-79.5,-7.0,11.95,-115.35,0,0,0,0,1,0,0
1740,9.0,-84.0,-11.5,14.9,-117.395,0,0,0,0,1,0,0
1741,15.0,-81.0,-11.5,17.4,-114.48,0,0,0,0,0,0,1
1742,8.667,-103.667,-13.167,10.078,-114.788,0,0,0,0,0,0,0
1743,3.833,-117.167,-19.417,8.147,-113.969,1,0,0,0,0,0,0
1744,9.5,-116.0,-13.5,10.1,-115.87,0,0,0,0,0,0,0
1745,2.0,-108.0,-20.0,13.6,-115.37,0,0,0,0,0,0,0
1746,6.428999999999999,-108.667,-15.917,9.217,-114.52,0,0,0,0,0,1,0
1747,6.667000000000001,-93.0,-10.75,15.233,-116.25,0,0,0,0,0,1,0
1748,4.0,-114.0,-18.0,12.4,-116.57,0,1,0,0,1,0,0
1749,12.25,-90.5,-13.5,20.15,-117.075,0,0,0,0,0,0,1
1750,10.0,-115.0,-9.0,9.9,-116.227,0,0,0,0,1,0,0
1751,12.0,-91.0,-17.0,9.9,-117.75,0,0,0,0,1,0,0
1752,8.0,-112.111,-14.611,4.825,-112.01,0,1,0,0,0,1,0
1753,12.0,-97.0,-4.0,16.4,-118.17,1,0,0,1,0,0,0
1754,13.5,-88.5,-12.0,8.85,-114.27,1,0,0,0,0,0,0
1755,14.111,-67.0,-12.0,18.667,-114.621,0,0,0,0,0,1,0
1756,7.0,-102.75,-11.875,11.5,-113.3,0,0,0,0,0,0,0
1757,7.5,-110.083,-15.75,13.383,-115.697,1,0,0,0,1,0,0
1758,10.0,-113.5,-9.75,5.132999999999999,-117.287,0,0,0,0,0,0,0
1759,10.0,-92.0,-5.5,13.4,-114.88,0,0,0,0,1,0,0
1760,8.142999999999999,-109.0,-12.965,4.29,-114.294,1,0,0,0,0,0,0
1761,10.0,-105.75,-13.375,12.25,-115.87,0,0,0,0,0,0,1
1762,13.5,-105.0,-10.25,3.2,-113.99,0,0,1,0,0,0,0
1763,10.0,-110.0,-9.0,10.2,-119.23,0,0,1,0,0,0,0
1764,9.5,-112.0,-11.5,11.55,-119.05,0,0,0,0,0,0,0
1765,9.5,-112.0,-11.5,11.55,-119.05,0,0,0,0,0,0,0
1766,8.5,-114.5,-12.5,4.3,-117.185,0,1,0,0,0,0,1
1767,7.0,-88.0,-13.5,12.2,-112.75,1,0,1,0,0,0,0
1768,7.0,-121.667,-15.167,0.025,-117.75,0,0,0,0,0,0,1
1769,8.0,-111.563,-15.969,11.409,-117.344,0,1,0,0,0,0,0
1770,9.395,-111.706,-18.118,6.946000000000001,-117.044,0,1,0,0,0,1,0
1771,5.556,-102.667,-14.417,8.533,-116.72,0,0,0,0,0,0,0
1772,6.0,-99.0,-14.5,15.0,-115.07,1,0,0,0,1,0,0
1773,6.667000000000001,-104.778,-15.778,9.483,-114.683,0,0,0,0,0,0,1
1774,8.952,-111.0,-12.0,2.824,-115.808,0,0,0,0,0,0,1
1775,7.332999999999999,-101.0,-14.167,10.85,-113.812,0,0,0,0,0,0,0
1776,11.667,-86.667,-8.833,13.7,-115.275,0,0,0,0,0,0,0
1777,14.5,-70.0,-8.5,17.1,-113.305,1,0,0,0,1,0,0
1778,6.0,-117.875,-17.5,2.2,-113.13,1,0,0,0,0,0,0
1779,6.056,-122.5,-13.583,-4.8,-118.296,1,1,1,0,0,0,0
1780,7.572,-110.857,-16.179000000000002,11.163,-116.723,0,0,0,0,0,1,0
1781,4.167,-110.0,-14.75,7.65,-115.833,0,0,0,0,0,0,0
1782,6.28,-105.012,-16.042,8.208,-117.847,0,1,0,0,0,0,1
1783,11.5,-84.5,-11.5,13.6,-112.43,0,0,0,0,1,0,0
1784,9.375,-96.577,-14.693,14.733,-115.031,0,0,0,0,0,0,1
1785,12.0,-104.5,-11.0,6.35,-111.14,0,0,0,0,1,0,0
1786,7.667000000000001,-115.0,-13.188,4.475,-115.365,0,0,0,0,1,0,0
1787,12.0,-91.0,-11.0,15.3,-115.77,0,0,0,0,1,0,0
1788,6.292000000000001,-115.63,-18.204,11.322,-115.692,1,1,0,1,0,0,0
1789,7.667000000000001,-108.667,-13.167,8.633,-112.357,0,0,0,0,1,0,0
1790,7.3,-120.2,-14.65,0.25,-119.304,1,1,0,0,0,0,1
1791,9.0,-114.0,-12.0,7.8,-108.17,0,0,0,1,0,0,0
1792,13.333,-87.0,-9.25,10.233,-111.243,1,0,0,0,1,0,0
1793,8.0,-97.5,-14.25,10.7,-113.25,0,0,0,0,1,0,0
1794,9.5,-102.0,-10.0,13.307,-115.87,0,0,0,0,0,0,0
1795,10.5,-96.0,-11.75,7.7,-114.435,0,0,0,0,0,0,1
1796,11.333,-96.667,-11.5,13.0,-114.88,0,0,0,0,0,0,1
1797,11.667,-95.25,-11.25,16.525,-115.197,1,0,0,1,0,0,0
1798,13.0,-94.0,-12.5,14.8,-115.17,1,0,0,0,0,0,0
1799,13.167,-83.5,-13.0,16.3,-113.37,0,0,0,0,0,0,0
1800,3.75,-118.0,-11.5,8.7,-117.15,0,0,0,0,0,0,1
1801,6.778,-100.111,-14.889,13.133,-114.233,0,0,0,0,1,0,0
1802,13.0,-101.0,-16.0,10.9,-115.495,1,0,0,0,0,0,0
1803,8.0,-102.0,-16.0,11.1,-116.57,1,0,0,0,0,1,0
1804,9.917,-100.778,-11.444,12.267,-113.745,0,0,0,0,0,1,0
1805,11.5,-97.667,-12.833,9.95,-117.937,0,0,0,0,0,0,0
1806,6.857,-101.0,-16.65,7.787999999999999,-113.953,0,0,0,0,0,0,0
1807,10.667,-72.333,-11.5,15.933,-114.453,0,0,0,0,1,0,0
1808,4.5,-101.833,-15.5,9.867,-116.063,0,0,0,0,0,0,0
1809,11.167,-106.6,-12.1,10.425,-110.725,0,0,0,0,0,0,0
1810,7.917000000000001,-114.111,-15.389,7.711,-118.379,0,0,0,0,0,0,0
1811,8.121,-114.445,-15.667,12.763,-116.775,0,0,1,0,0,0,0
1812,5.745,-110.813,-16.422,5.593,-118.071,0,1,0,0,0,0,1
1813,2.625,-100.0,-17.322,15.725,-115.285,0,0,0,0,1,0,0
1814,7.332999999999999,-103.556,-14.667,12.767,-117.078,0,0,0,0,0,0,0
1815,5.0,-101.5,-14.0,13.65,-117.5,1,1,0,0,0,0,0
1816,11.167,-104.5,-10.375,9.883,-118.017,0,0,0,0,0,1,0
1817,7.0,-120.0,-14.5,-0.05,-116.09,0,0,0,0,0,0,0
1818,8.667,-109.0,-8.0,9.833,-116.473,0,0,0,0,1,0,0
1819,6.111000000000001,-98.556,-17.555999999999997,14.017,-114.337,0,0,0,0,1,0,0
1820,6.5,-93.0,-13.5,14.8,-114.15,0,0,0,0,0,1,0
1821,8.625,-97.8,-13.0,12.075,-114.159,0,0,0,0,0,0,0
1822,9.222,-112.778,-11.056,9.367,-117.75,0,0,0,0,0,1,0
1823,13.0,-92.0,-10.0,17.1,-115.82,1,0,0,0,0,0,0
1824,14.667,-79.0,-12.0,22.033,-118.583,0,0,0,0,0,0,1
1825,12.667,-82.0,-9.083,8.5,-116.12,0,0,0,0,0,1,0
1826,8.333,-113.333,-12.778,7.411,-118.161,1,0,1,0,0,0,0
1827,9.715,-104.0,-8.0,12.75,-113.74,1,0,0,0,0,0,1
1828,9.0,-99.875,-10.5,9.3,-118.12,0,0,0,0,0,0,0
1829,12.0,-102.0,-16.0,14.8,-118.95,1,0,0,0,0,0,0
1830,9.063,-87.43799999999999,-12.375,16.842,-115.738,0,0,0,0,0,0,1
1831,5.143,-106.231,-17.077,12.589,-115.3,0,0,0,0,0,0,0
1832,4.0,-115.0,-15.0,-7.1,-115.5,1,0,0,0,0,0,0
1833,9.0,-102.0,-15.5,14.7,-116.57,0,0,0,0,0,0,0
1834,9.0,-108.0,-13.25,3.0,-114.145,0,0,0,0,1,0,0
1835,5.2860000000000005,-114.417,-16.667,10.55,-118.211,0,1,0,0,0,0,0
1836,10.0,-107.0,-15.0,-5.6,-117.87,1,1,0,0,1,0,0
1837,12.0,-100.0,-8.5,15.8,-117.55,0,0,0,0,1,0,0
1838,15.0,-72.0,-6.5,18.1,-117.3,1,0,0,0,0,0,0
1839,8.215,-103.5,-12.594,8.812999999999999,-113.096,1,0,0,0,0,0,0
1840,12.0,-104.5,-8.25,9.5,-115.0,0,1,0,0,0,0,0
1841,14.0,-86.0,-10.25,13.3,-111.01,0,0,0,0,1,0,0
1842,15.0,-90.0,-11.0,21.7,-118.67,0,0,0,0,0,0,0
1843,8.0,-76.0,-9.5,14.6,-117.95,1,0,1,0,0,0,0
1844,9.0,-104.0,-12.0,-4.8,-117.92,0,0,0,0,0,0,0
1845,4.667,-110.0,-15.0,8.8,-113.107,0,0,0,0,1,0,0
1846,7.0,-105.0,-13.0,10.5,-111.88,0,0,0,0,1,0,0
1847,8.5,-106.0,-14.25,6.25,-114.515,0,0,0,0,0,1,0
1848,3.583,-105.75,-18.153,9.844,-113.454,1,0,0,0,1,0,0
1849,15.0,-99.0,-7.5,13.5,-112.5,0,0,0,0,0,0,1
1850,7.667000000000001,-109.711,-16.811,9.995,-115.942,0,0,0,0,0,0,0
1851,12.5,-107.5,-12.0,2.6,-115.97,0,0,0,0,0,0,0
1852,11.7,-87.228,-18.0,16.425,-116.696,0,0,0,0,0,0,0
1853,6.722,-91.0,-9.0,10.261,-113.362,1,0,0,0,0,0,0
1854,8.0,-72.833,-12.25,25.9,-115.97,0,0,0,0,0,1,0
1855,10.0,-108.5,-11.75,14.05,-117.14,0,0,0,0,0,0,1
1856,14.333,-98.333,-10.667,12.4,-114.973,0,0,0,0,0,0,0
1857,11.0,-83.0,-10.0,16.0,-114.18,1,0,0,0,0,0,0
1858,9.0,-98.0,-12.0,14.6,-115.17,0,0,0,0,0,0,0
1859,6.0,-123.0,-12.833,0.833,-118.087,0,0,0,0,0,0,0
1860,9.25,-85.111,-11.389,15.05,-114.595,0,0,0,0,0,0,1
1861,6.5,-116.0,-15.25,6.7,-117.35,0,1,0,0,1,0,0
1862,5.0,-106.0,-13.5,12.5,-114.88,1,0,0,1,0,0,0
1863,9.0,-74.0,-10.5,22.1,-118.23,1,0,1,0,0,0,0
1864,10.0,-110.0,-12.0,8.4,-113.47,0,0,0,0,0,0,0
1865,9.333,-91.333,-10.833,5.867000000000001,-112.62,0,0,0,0,0,1,0
1866,3.0,-118.0,-13.0,10.4,-118.13,0,0,0,0,0,0,0
1867,3.0,-118.0,-13.0,10.4,-118.13,1,0,1,0,0,0,0
1868,10.833,-100.0,-10.25,5.6,-107.443,0,0,0,0,0,0,1
1869,7.2,-117.6,-16.0,6.843999999999999,-115.248,1,1,0,0,0,0,0
1870,7.095,-91.842,-17.262999999999998,15.514,-114.409,0,0,0,0,0,0,0
1871,4.708,-103.222,-17.63,12.578,-116.423,0,0,0,0,0,0,0
1872,11.5,-90.5,-10.5,14.1,-114.72,0,0,0,0,0,0,1
1873,4.0,-83.0,-11.5,12.45,-113.409,0,0,0,0,0,1,0
1874,8.0,-94.0,-11.5,9.9,-114.62,1,0,1,0,0,0,0
1875,6.318,-90.667,-16.979,14.35,-114.357,0,0,0,0,1,0,0
1876,5.5,-107.0,-14.5,13.5,-114.07,1,0,0,0,1,0,0
1877,7.888999999999999,-92.083,-18.333,14.727,-113.876,0,0,0,0,0,1,0
1878,7.467,-110.667,-17.333,11.233,-115.653,0,0,0,0,0,0,0
1879,4.206,-98.421,-18.982,17.009,-114.22,0,0,0,0,1,0,0
1880,7.332999999999999,-104.143,-15.667,11.247,-112.147,0,0,0,0,1,0,0
1881,6.0,-99.0,-13.0,10.8,-112.97,0,0,0,0,0,0,0
1882,5.357,-116.357,-16.25,-2.317,-115.901,1,0,0,0,0,0,0
1883,10.0,-102.0,-13.5,7.4,-110.66,0,0,0,0,0,0,1
1884,12.0,-110.0,-10.5,10.8,-117.52,0,0,0,0,0,1,0
1885,15.0,-92.0,-5.5,-7.7,-117.4,0,0,0,0,0,0,1
1886,10.0,-96.0,-12.5,12.4,-116.02,1,0,0,0,0,0,0
1887,4.967,-117.407,-17.778,9.406,-115.497,1,0,1,0,0,0,0
1888,12.834,-95.5,-9.0,16.384,-117.937,0,0,0,0,0,0,0
1889,6.167000000000001,-117.833,-15.0,10.733,-115.63,0,0,0,0,0,0,0
1890,4.0,-98.0,-18.0,11.7,-114.18,0,0,0,0,0,0,1
1891,7.667000000000001,-101.333,-14.167,9.65,-111.83,0,0,0,0,0,0,0
1892,7.75,-94.25,-14.625,13.575,-113.832,0,0,0,0,0,1,0
1893,12.375,-95.25,-10.0,15.134,-116.794,0,0,0,0,0,0,0
1894,8.0,-107.0,-15.0,13.4,-116.57,0,0,0,0,0,0,0
1895,6.263,-110.316,-16.211,9.18,-113.87,0,0,0,0,0,0,0
1896,6.667000000000001,-84.5,-11.5,15.75,-115.62,1,0,1,0,0,0,0
1897,13.25,-92.0,-10.0,10.2,-115.843,0,0,0,0,0,0,0
1898,10.889,-91.5,-14.5,10.967,-115.13,0,0,1,0,0,0,0
1899,10.333,-109.0,-10.25,14.233,-118.237,0,0,0,0,1,0,0
1900,6.0,-94.0,-8.5,17.25,-118.2,0,0,0,0,0,1,0
1901,13.0,-96.0,-10.0,12.8,-115.57,0,0,0,0,1,0,0
1902,12.0,-80.0,-11.5,27.7,-115.7,1,0,1,0,0,0,0
1903,14.0,-92.0,-11.0,12.5,-116.85,0,0,0,0,0,0,0
1904,10.333,-90.75,-10.0,3.567,-116.378,1,0,1,0,0,0,0
1905,12.0,-88.0,-9.75,18.05,-118.66,0,0,0,0,1,0,0
1906,9.5,-115.917,-13.584,11.063,-117.402,0,0,0,0,0,0,1
1907,9.5,-108.667,-11.667,12.633,-115.45,0,0,0,0,1,0,0
1908,3.278,-111.346,-15.478,10.261,-116.983,1,1,0,0,0,0,0
1909,8.0,-106.222,-12.889,12.022,-117.448,0,0,0,0,0,0,0
1910,12.167,-89.0,-12.167,12.45,-111.863,0,0,0,0,0,0,1
1911,6.0,-116.0,-17.5,11.2,-117.17,1,1,0,0,0,0,0
1912,6.417000000000001,-104.583,-16.083,12.067,-116.273,1,0,0,0,1,0,0
1913,9.667,-98.667,-10.334,15.822,-114.862,1,0,1,0,0,0,0
1914,9.111,-105.333,-13.833,12.9,-116.297,0,0,0,0,0,0,0
1915,7.5,-103.0,-12.25,9.567,-117.355,0,0,0,0,0,1,0
1916,11.278,-86.72200000000001,-11.111,13.139,-112.17,0,0,0,0,0,0,1
1917,12.0,-87.0,-13.0,14.1,-115.97,0,0,0,0,0,0,0
1918,7.0,-98.0,-12.5,9.9,-112.75,0,0,0,0,0,0,0
1919,8.667,-107.917,-15.125,9.611,-111.84,1,0,0,0,0,0,1
1920,11.0,-93.667,-11.167,14.767,-118.57,0,0,0,0,1,0,0
1921,13.833,-95.667,-10.5,8.0,-113.59,0,0,0,0,1,0,0
1922,7.0,-111.0,-16.063,-4.45,-118.044,1,1,1,0,0,0,0
1923,13.5,-109.5,-9.5,8.4,-118.27,0,0,0,0,0,0,0
1924,10.5,-81.0,-8.0,15.4,-114.18,0,0,0,0,0,0,0
1925,5.722,-120.806,-14.597,4.262,-117.983,0,1,0,0,0,0,0
1926,7.0,-102.0,-12.0,11.0,-111.91,0,0,0,0,0,0,0
1927,7.667000000000001,-116.667,-12.5,-0.1669999999999999,-110.54,1,0,0,0,1,0,0
1928,6.0,-110.0,-16.0,7.5,-114.15,0,0,0,0,1,0,0
1929,4.444,-115.704,-17.722,-1.275,-115.01,1,0,0,0,0,0,0
1930,6.5,-115.167,-14.417,3.884,-119.7,1,1,0,0,0,0,0
1931,12.0,-99.0,-9.0,13.95,-117.095,0,0,0,0,0,0,1
1932,9.0,-99.0,-16.0,12.6,-118.55,0,0,0,0,1,0,0
1933,9.0,-109.0,-11.5,10.5,-114.3,0,0,0,0,0,0,0
1934,11.25,-105.25,-8.375,5.3,-114.59,0,0,1,0,0,0,0
1935,11.444,-86.5,-8.75,15.144,-113.858,0,0,0,0,0,0,0
1936,10.5,-97.0,-12.0,10.6,-113.78,1,0,0,0,0,0,0
1937,10.75,-102.0,-11.5,12.85,-112.96,0,0,0,0,0,0,0
1938,11.125,-112.0,-12.25,6.867000000000001,-115.453,0,0,0,0,0,0,1
1939,14.0,-109.0,-13.5,12.0,-118.33,0,0,0,0,0,0,0
1940,10.0,-100.0,-9.0,14.3,-115.77,1,0,0,0,0,0,0
1941,7.767,-96.074,-14.425999999999998,16.357,-116.581,0,0,0,0,1,0,0
1942,11.333,-105.5,-9.5,16.6,-118.097,0,0,0,0,1,0,0
1943,7.0,-89.0,-11.5,8.7,-114.48,0,0,0,0,0,0,0
1944,9.667,-97.0,-11.5,6.5,-113.473,0,0,0,0,0,0,0
1945,11.0,-89.0,-12.5,10.3,-112.18,0,0,0,0,0,0,1
1946,7.5,-112.0,-15.333,-2.4,-111.505,1,0,0,0,1,0,0
1947,12.0,-80.0,-10.0,13.0,-116.62,1,0,0,0,0,0,0
1948,10.5,-97.0,-11.5,13.0,-116.57,0,0,0,0,0,0,1
1949,9.0,-101.0,-10.0,6.4,-119.06,0,0,0,0,0,0,0
1950,12.0,-82.0,-9.5,5.05,-116.4,0,0,0,0,0,0,0
1951,7.0,-93.0,-11.5,17.6,-118.05,0,0,0,0,1,0,0
1952,15.0,-82.0,-9.5,16.6,-118.67,0,0,0,0,0,0,0
1953,7.1370000000000005,-91.971,-16.912,11.233,-113.638,0,0,0,0,0,0,1
1954,5.5,-112.0,-19.0,8.5,-113.55,1,1,0,0,1,0,0
1955,8.167,-109.333,-14.667,13.433,-118.317,1,0,1,0,0,0,0
1956,4.333,-118.5,-16.333,0.233,-116.25,0,0,0,0,1,0,0
1957,11.5,-79.0,-13.0,17.6,-116.22,1,0,0,0,0,0,0
1958,8.8,-115.0,-12.733,8.878,-118.044,0,0,0,0,0,0,0
1959,14.429,-94.667,-7.0,18.78,-117.44,0,0,0,0,1,0,0
1960,10.0,-64.0,-8.25,5.0,-117.735,1,0,0,0,1,0,0
1961,6.332999999999999,-110.0,-17.167,13.133,-115.567,0,0,0,0,1,0,0
1962,11.0,-101.0,-11.0,14.5,-117.87,0,0,0,0,1,0,0
1963,10.813,-88.3,-11.85,14.484000000000002,-113.775,0,0,0,0,0,0,0
1964,7.222,-106.556,-15.389,11.4,-116.185,1,0,0,0,1,0,0
1965,5.667000000000001,-112.333,-15.583,5.9670000000000005,-113.467,0,0,0,0,0,0,0
1966,7.0,-107.0,-11.5,13.3,-117.05,0,1,0,0,0,0,0
1967,13.5,-91.0,-8.5,17.0,-118.57,0,0,0,0,1,0,0
1968,8.0,-111.5,-14.25,9.867,-117.461,0,0,0,0,0,0,1
1969,11.5,-92.0,-8.5,14.45,-118.7,0,0,0,0,0,0,0
1970,6.8,-93.6,-14.75,11.55,-113.163,1,0,1,0,0,0,0
1971,8.0,-100.0,-11.5,4.2,-116.07,0,0,0,0,0,0,1
1972,9.667,-96.0,-9.25,5.95,-116.794,1,0,0,0,0,0,0
1973,6.0,-118.0,-16.5,3.2,-115.57,0,0,0,0,0,0,0
